40,-22.9076830,-43.2190790
49,-23.9076830,-44.2190790
1,-23.5489,-46.6388
337737115,-10.1553557,-48.8838891
562034696,-3.9036558,-42.23236
503696534,-23.9464645,-46.462331
848646387,-23.9464636,-46.4623435
360674657,-24.0324948,-46.4973165
322047642,-23.5653152,-46.4842003
512856551,-23.56525421,-46.48426437
152666739,-23.9464662,-46.462335
743565679,-23.5652097,-46.4842069
216581166,-23.5651795,-46.4842626
274347763,-23.4908895,-47.5037637
682414461,-23.5652167,-46.4842463
130961782,-23.5653152,-46.4842003
541161568,-9.6532474,-35.7003536
900094319,-3.758954048,-38.63198853
373398315,-23.8890083,-46.4199646
828826110,-3.758883953,-38.63204575
887399764,-23.56521,-46.4841433
961307051,-23.56525421,-46.48426437
416839987,-7.1018133,-34.8384434
802781350,-19.83996582,-43.95090866
858307717,-3.758891106,-38.63204193
535354171,-23.5651991,-46.4841673
653408097,-23.5651783,-46.4842529
937431410,-23.5652309,-46.484267
850601491,-23.5652068,-46.4841579
180022793,-23.5651991,-46.4841673
154932991,-23.9464666,-46.4623332
170405924,-23.5652264,-46.4842145
613976636,-23.5652175,-46.4842114
350851835,-23.5652043,-46.4842824
568272985,-23.5652136,-46.4841379
521367304,-23.946469,-46.4623298
186520441,-3.719330788,-38.53264999
289376599,-23.5652504,-46.48427963
390873735,-23.5652197,-46.484204
606182427,-23.5652358,-46.484211
352828792,-23.5652603,-46.4842214
565231037,-23.5652911,-46.4842214
689728989,-23.5652102,-46.4841499
514109114,-23.5652154,-46.4842059
970380653,-23.9464645,-46.462331
531729218,-23.5652276,-46.4842695
864996475,-23.56526947,-46.48423767
937225522,-23.56524658,-46.48427963
198098205,-23.9464667,-46.4623319
347350744,-23.56525803,-46.48426819
533565833,-3.758921862,-38.63200378
680345480,-3.758933067,-38.63190842
750126111,-3.719264746,-38.53256226
207133468,-3.758873701,-38.63203049
743958927,-3.719283819,-38.53262329
544819823,-23.9464667,-46.4623343
630845610,-3.719298124,-38.53252029
103812698,-23.9464462,-46.4623382
815176476,-3.758744955,-38.63196182
284999020,-23.5651789,-46.4842817
753735067,-23.9464429,-46.4623422
345373962,-23.9464427,-46.4623461
816089060,-3.758927584,-38.63203812
388889800,-23.5652132,-46.4841406
966996395,-23.5651996,-46.4842719
511075426,-23.5651843,-46.4842062
182329002,-3.758921146,-38.63199997
645940269,-23.565182,-46.4842108
366678494,-3.758867264,-38.63199615
350696080,-3.758963108,-38.63202667
551149229,-23.5651789,-46.4842817
206450946,-23.5651768,-46.4841899
560070835,-3.719346523,-38.53259659
533606035,-23.93304031,-46.33667843
609671934,-23.56522942,-46.48424911
114188305,-23.9463911,-46.462286
218219464,-23.5651843,-46.4842062
365140918,-23.5652032,-46.4841793
582052158,-23.5651843,-46.4842062
931769136,-3.758878231,-38.6319809
107236739,-3.758919477,-38.63200378
381003200,-3.758919716,-38.63200378
170217639,-23.56524658,-46.48427582
802269759,-23.54076767,-46.55091858
181720444,-3.758930206,-38.63195801
941272679,-23.5651843,-46.4842062
143169774,-23.54077721,-46.55083847
990222424,-23.5651908,-46.4842142
603125554,-23.5652126,-46.4842069
959208667,-23.5651843,-46.484204
838522637,-23.5652295,-46.4842353
157648454,-23.5652295,-46.4842353
366723078,-23.5651908,-46.4842142
362810277,-23.5652002,-46.4842954
164803305,-23.9464429,-46.4623422
127966680,-23.5652193,-46.4842457
619618480,-23.5651843,-46.484204
580215403,-23.5651843,-46.484204
719786802,-23.56524849,-46.484272
248333263,-23.9464403,-46.4623498
240337146,-23.5651843,-46.4842062
716480268,-23.5652126,-46.4842069
618472493,-23.5652126,-46.4842069
212425882,-23.56525421,-46.48426437
890866993,-3.719188213,-38.53259277
801511054,-3.719179153,-38.53258514
703055728,-3.719196558,-38.5326004
320701991,-23.9464397,-46.4623489
230942617,-23.9464429,-46.4623422
225406036,-3.719188452,-38.53260803
977923277,-3.758725405,-38.63191986
341794969,-23.9627275,-46.3320076
915286395,-3.758716822,-38.63192749
826611996,-3.758739233,-38.63196182
967033121,-3.758800745,-38.63180923
341751401,-3.758742571,-38.63184738
225350174,-3.758723259,-38.63194275
777620404,-3.758805275,-38.63250732
245565008,-3.758718729,-38.63193512
792950731,-3.719201326,-38.53261948
218638462,-3.758725643,-38.63192749
142725080,-3.719198704,-38.53263855
629330947,-3.71916604,-38.53253555
302251432,-23.9627275,-46.3320076
842496051,-23.9464278,-46.4623479
856710850,-23.9464281,-46.4623501
656034837,-3.758880854,-38.63204193
227948099,-22.9484352,-47.0283954
857569341,-3.758936644,-38.6320076
422620951,-3.758919716,-38.6320076
359444843,-3.758928776,-38.63199997
671100612,-3.76857543,-38.62317276
115111430,-3.758919001,-38.63199997
838135142,-3.758911371,-38.63203812
743547281,-3.768597603,-38.62299728
398706911,-18.91615105,-48.31357956
124332592,-23.9464246,-46.462348
364975988,-18.91627884,-48.31354523
368331598,-23.9464246,-46.462348
713621112,-19.8430734,-43.9138148
738336364,-19.8514253,-43.9337306
824930810,-18.86414528,-48.25518799
158642058,-23.9464292,-46.4623568
238008395,-18.864254,-48.25500107
128374609,-23.9464246,-46.462348
728382263,-18.88194466,-48.26889801
278516235,-18.88209915,-48.26885223
465207908,-18.89185905,-48.25567627
943434631,-18.91632271,-48.31356049
504858357,-3.7334033,-38.483601
586812289,-3.7420572,-38.6095899
730994576,-3.74187541,-38.60978699
302435663,-18.90530586,-48.26613235
217378318,-18.89183235,-48.25566483
252065603,-23.946467,-46.4623989
498990596,-20.44880295,-54.57624817
604008887,-23.9464246,-46.462348
771923974,-28.2825984,-52.7827204
207496952,-3.741763115,-38.60976028
432397094,-23.9464627,-46.4623897
488837736,-3.719019651,-38.56653595
728428859,-23.9464633,-46.4623888
805236977,-23.5346041,-46.9039176
801489856,-23.8846388,-46.4216514
838745506,-3.7120642,-38.5662996
